xmin,ymin,xmax,ymax,confidence,class,name,time,frame
4.50454568862915,71.1925277709961,159.13136291503906,215.23780822753906,0.8083940148353577,62,tv,0.0,0
4.677914142608643,72.7470932006836,156.53123474121094,215.92556762695312,0.8131029009819031,62,tv,0.034482758620689655,1
4.5034589767456055,72.4955062866211,154.11878967285156,212.63449096679688,0.6725003123283386,62,tv,0.06896551724137931,2
4.992070198059082,69.82687377929688,152.11131286621094,212.16867065429688,0.5864461064338684,62,tv,0.10344827586206896,3
4.691844463348389,69.98499298095703,152.70777893066406,213.8458251953125,0.5918202996253967,62,tv,0.13793103448275862,4
4.890197277069092,70.72370147705078,153.16360473632812,214.16334533691406,0.7482890486717224,62,tv,0.1724137931034483,5
4.833435535430908,69.66850280761719,152.0655975341797,213.87100219726562,0.7290675640106201,62,tv,0.20689655172413793,6
5.044884204864502,69.5392837524414,154.01809692382812,210.7653045654297,0.6666442155838013,62,tv,0.2413793103448276,7
4.408434867858887,68.79777526855469,152.49937438964844,208.30491638183594,0.6570814251899719,62,tv,0.41379310344827586,12
4.11561918258667,72.36331939697266,154.91847229003906,208.75234985351562,0.5526643991470337,62,tv,0.4482758620689655,13
4.095290184020996,70.3095474243164,153.96502685546875,208.4906768798828,0.44088664650917053,62,tv,0.4827586206896552,14
4.167194843292236,69.52440643310547,153.8500213623047,211.66256713867188,0.6428231000900269,62,tv,0.8275862068965517,24
4.274688720703125,68.78508758544922,153.7718048095703,211.28250122070312,0.6232935786247253,62,tv,0.8620689655172413,25
4.490009307861328,70.70626831054688,154.34405517578125,208.16786193847656,0.5452452301979065,62,tv,0.896551724137931,26
4.548069953918457,71.63227844238281,155.30166625976562,207.59039306640625,0.5124788880348206,62,tv,1.2413793103448276,36
4.390031814575195,70.1681137084961,154.07252502441406,210.01205444335938,0.6216714382171631,62,tv,1.2758620689655173,37
4.707538604736328,71.3425064086914,157.5292510986328,210.379638671875,0.6031289100646973,62,tv,1.3103448275862069,38
132.92611694335938,1.5625905990600586,253.45547485351562,215.29127502441406,0.26483121514320374,58,potted plant,2.2413793103448274,65
6.849816799163818,84.52845764160156,179.33636474609375,228.94639587402344,0.6471848487854004,62,tv,3.103448275862069,90
5.5108208656311035,79.94432830810547,172.8167266845703,232.1495819091797,0.5178883075714111,62,tv,3.7241379310344827,108
7.934072017669678,63.709049224853516,160.17857360839844,217.88267517089844,0.2921712100505829,62,tv,4.413793103448276,128
4.604371547698975,61.85746765136719,161.61373901367188,224.1543426513672,0.5434677600860596,62,tv,4.448275862068965,129
4.587090492248535,60.59003829956055,160.38064575195312,219.89349365234375,0.5490753054618835,62,tv,4.482758620689655,130
4.376020431518555,64.78736877441406,160.7904052734375,223.6697235107422,0.6584933400154114,62,tv,4.517241379310345,131
5.275251865386963,70.1243667602539,160.24249267578125,217.25267028808594,0.3650498390197754,62,tv,4.551724137931035,132
4.337555885314941,54.607154846191406,154.00205993652344,214.8586883544922,0.588645339012146,62,tv,4.9655172413793105,144
242.46868896484375,329.5049133300781,345.8481140136719,456.68572998046875,0.3605327010154724,0,person,4.9655172413793105,144
4.30403470993042,57.13484573364258,153.1125030517578,214.64077758789062,0.45927053689956665,62,tv,5.0,145
242.48963928222656,330.599853515625,345.6192626953125,456.94366455078125,0.30116263031959534,0,person,5.0,145
4.891218185424805,50.500030517578125,155.426513671875,215.07315063476562,0.6665505170822144,62,tv,5.0344827586206895,146
241.9786834716797,331.55682373046875,342.786376953125,456.70648193359375,0.25381821393966675,0,person,5.0344827586206895,146
5.028012275695801,60.514217376708984,155.82489013671875,214.4058380126953,0.5826413631439209,62,tv,5.068965517241379,147
4.5808024406433105,49.486961364746094,154.8888397216797,210.8666229248047,0.42561253905296326,62,tv,5.103448275862069,148
5.5491943359375,53.71840286254883,154.22486877441406,217.0812530517578,0.7516077756881714,62,tv,5.137931034482759,149
166.62205505371094,301.10089111328125,247.10084533691406,437.9937438964844,0.334989458322525,77,teddy bear,5.137931034482759,149
5.279457092285156,54.204227447509766,153.79193115234375,212.78781127929688,0.4450954496860504,62,tv,5.172413793103448,150
4.794829368591309,47.88938522338867,152.03346252441406,213.0670623779297,0.46722641587257385,62,tv,5.206896551724138,151
4.995142936706543,57.34477996826172,149.92950439453125,211.5187530517578,0.46806710958480835,62,tv,5.241379310344827,152
4.478626251220703,57.86503219604492,149.80763244628906,213.44003295898438,0.7368624210357666,62,tv,5.275862068965517,153
4.9492082595825195,54.012821197509766,149.8997039794922,213.32386779785156,0.6913594603538513,62,tv,5.310344827586207,154
165.57833862304688,300.0355224609375,246.74273681640625,439.18804931640625,0.2660294473171234,77,teddy bear,5.310344827586207,154
4.540113925933838,54.46977615356445,148.5948944091797,213.72361755371094,0.49596017599105835,62,tv,5.344827586206897,155
239.66162109375,328.3382873535156,345.12835693359375,452.1623229980469,0.416894793510437,0,person,5.379310344827586,156
239.1917266845703,327.87652587890625,343.4190673828125,451.6274108886719,0.38607972860336304,0,person,5.448275862068965,158
166.32044982910156,297.9040222167969,246.6460723876953,434.2814025878906,0.31195053458213806,77,teddy bear,5.448275862068965,158
239.29922485351562,327.30694580078125,343.3204040527344,451.1246032714844,0.29961833357810974,0,person,5.482758620689655,159
239.17884826660156,326.974853515625,345.2021179199219,452.1233825683594,0.4072517156600952,0,person,5.517241379310345,160
239.87667846679688,326.83343505859375,343.4578857421875,451.6596984863281,0.3641675114631653,0,person,5.551724137931035,161
239.25294494628906,326.8028259277344,344.0242004394531,452.1748962402344,0.34030625224113464,0,person,5.586206896551724,162
240.7395782470703,327.0865783691406,345.7718200683594,451.080810546875,0.37024158239364624,0,person,5.620689655172414,163
240.35333251953125,327.3805236816406,341.8399658203125,451.6821594238281,0.3441491723060608,0,person,5.689655172413793,165
164.66824340820312,297.82293701171875,246.51097106933594,434.26275634765625,0.2646235227584839,77,teddy bear,5.689655172413793,165
240.52825927734375,327.4839172363281,343.148193359375,450.6413269042969,0.2504122853279114,0,person,5.724137931034483,166
2.936718702316284,40.078697204589844,151.3077850341797,192.30841064453125,0.3370935320854187,62,tv,5.793103448275862,168
7.230731964111328,50.24148941040039,147.7496337890625,193.7855682373047,0.2955038547515869,62,tv,6.103448275862069,177
5.190185070037842,49.78092575073242,148.62332153320312,194.11444091796875,0.2695978581905365,62,tv,6.137931034482759,178
4.8613409996032715,47.448543548583984,151.3483428955078,194.8562774658203,0.5648168325424194,62,tv,6.172413793103448,179
249.28355407714844,339.0207824707031,321.2247619628906,454.5098571777344,0.2667591869831085,55,cake,6.379310344827586,185
249.2921142578125,342.2388916015625,321.7410888671875,455.17913818359375,0.25127774477005005,55,cake,6.413793103448276,186
163.5075225830078,292.534912109375,249.66957092285156,476.2276611328125,0.3695383369922638,16,dog,6.482758620689655,188
163.76199340820312,292.47509765625,252.3133087158203,475.31201171875,0.29270559549331665,16,dog,6.517241379310345,189
163.87623596191406,293.2376708984375,250.93907165527344,470.8201904296875,0.27519771456718445,77,teddy bear,6.551724137931035,190
164.77842712402344,293.4499816894531,251.4141387939453,469.6602478027344,0.2587945759296417,77,teddy bear,6.586206896551724,191
166.93521118164062,291.8105773925781,252.8330841064453,463.45654296875,0.3848198354244232,16,dog,6.758620689655173,196
175.35829162597656,308.6836853027344,324.746337890625,479.895751953125,0.2894328534603119,16,dog,6.758620689655173,196
167.63121032714844,285.878662109375,253.21372985839844,475.90643310546875,0.31117624044418335,73,book,6.793103448275862,197
1.434433102607727,266.2193298339844,350.4572448730469,601.5862426757812,0.3098626434803009,63,laptop,6.793103448275862,197
1.965294361114502,265.35638427734375,353.6922302246094,599.0560913085938,0.29429689049720764,63,laptop,6.827586206896552,198
166.13278198242188,288.6482238769531,252.40008544921875,479.5141296386719,0.2789522707462311,73,book,6.827586206896552,198
